Clasificador,FeatureSelection,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
SVC_Linear,2,0.3,0.984,0.001,1,0.5,0.984,0.002
SGD,2,0.3,0.983,0.001,0.999,0.5,0.984,0.001
SVC_Linear,2,0.4,0.984,0.001,1,0.5,0.984,0.002
SVC_Linear,2,0.5,0.984,0,1,0.5,0.984,0
SVC,3,0.05,0.984,0,1,0.5,0.984,0
SVC_Linear,3,0.05,0.984,0,1,0.5,0.984,0
LinearSVC,3,0.05,0.984,0,1,0.5,0.984,0
AdaBoost,3,0.05,0.984,0.001,1,0.5,0.984,0.002
SGD,3,0.05,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,3,0.05,0.984,0,1,0.5,0.984,0
SVC,3,0.1,0.984,0,1,0.5,0.984,0
SVC_Linear,3,0.1,0.984,0,1,0.5,0.984,0
LinearSVC,3,0.1,0.984,0,1,0.5,0.984,0
SGD,3,0.1,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,3,0.1,0.984,0,1,0.5,0.984,0
SVC,3,0.15,0.984,0,1,0.5,0.984,0
SVC_Linear,3,0.15,0.984,0,1,0.5,0.984,0
LinearSVC,3,0.15,0.984,0,1,0.5,0.984,0
SGD,3,0.15,0.984,0,1,0.5,0.984,0
SVC,3,0.25,0.984,0,1,0.5,0.984,0
SVC_Linear,3,0.25,0.984,0,1,0.5,0.984,-0.001
SGD,3,0.25,0.984,0,1,0.5,0.984,-0.001
SVC_Linear,3,0.5,0.984,0,1,0.5,0.984,-0.001
SVC,4,0.05,0.984,0,1,0.5,0.984,0
SVC_Linear,4,0.05,0.984,0,1,0.5,0.984,0
LinearSVC,4,0.05,0.984,0,1,0.5,0.984,0
AdaBoost,4,0.05,0.984,0.001,1,0.5,0.984,0.002
SGD,4,0.05,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,4,0.05,0.984,0,1,0.5,0.984,0
SVC,4,0.1,0.984,0,1,0.5,0.984,0
SVC_Linear,4,0.1,0.984,0,1,0.5,0.984,0
LinearSVC,4,0.1,0.984,0,1,0.5,0.984,0
SGD,4,0.1,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,4,0.1,0.984,0,1,0.5,0.984,0
SVC_Linear,4,0.25,0.984,0.001,1,0.5,0.984,0.002
LinearSVC,4,0.25,0.983,0.001,0.999,0.5,0.984,0.001
SVC_Linear,4,0.3,0.984,0.001,1,0.5,0.984,0.002
LinearSVC,4,0.3,0.983,0.001,0.999,0.5,0.984,0
SGD,4,0.3,0.973,0.012,0.989,0.5,0.984,0.005
SVC_Linear,4,0.4,0.984,0.001,1,0.5,0.984,0.002
SVC,4,0.5,0.976,0.007,0.992,0.5,0.984,-0.001
SVC,5,0.05,0.984,0,1,0.5,0.984,0
SVC_Linear,5,0.05,0.984,0,1,0.5,0.984,0
LinearSVC,5,0.05,0.984,0,1,0.5,0.984,0
SGD,5,0.05,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,5,0.05,0.984,0,1,0.5,0.984,0
SVC,5,0.1,0.984,0,1,0.5,0.984,0
SVC_Linear,5,0.1,0.984,0,1,0.5,0.984,0
LinearSVC,5,0.1,0.984,0,1,0.5,0.984,0
SVC,5,0.15,0.984,0,1,0.5,0.984,0
SVC_Linear,5,0.25,0.984,0,1,0.5,0.984,0
SVC,5,0.3,0.984,0,1,0.5,0.984,0
LinearSVC,5,0.3,0.982,0.001,0.998,0.5,0.984,-0.001
SVC,6,0.05,0.984,0,1,0.5,0.984,0
SVC_Linear,6,0.05,0.984,0,1,0.5,0.984,0
LinearSVC,6,0.05,0.984,0,1,0.5,0.984,0
SGD,6,0.05,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,6,0.05,0.984,0,1,0.5,0.984,0
SVC,6,0.1,0.984,0,1,0.5,0.984,0
SVC_Linear,6,0.1,0.984,0,1,0.5,0.984,0
LinearSVC,6,0.1,0.984,0,1,0.5,0.984,0
SGD,6,0.1,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,6,0.1,0.984,0,1,0.5,0.984,0
SVC,6,0.15,0.984,0,1,0.5,0.984,0
SVC_Linear,6,0.15,0.984,0.001,1,0.5,0.984,0.002
LinearSVC,6,0.15,0.984,0,1,0.5,0.984,0
SGD,6,0.15,0.984,0.001,1,0.5,0.984,0.002
BaggingClassifierLSVC,6,0.15,0.984,0,1,0.5,0.984,0
SVC,6,0.25,0.984,0,1,0.5,0.984,0
SVC_Linear,6,0.25,0.984,0,1,0.5,0.984,0
SGD,6,0.25,0.984,0.001,1,0.5,0.984,0.002
SVC,6,0.3,0.984,0,1,0.5,0.984,0
SVC_Linear,6,0.3,0.984,0.001,1,0.5,0.984,0.002
LinearSVC,6,0.3,0.983,0.001,0.999,0.5,0.984,0
SGD,6,0.3,0.983,0.001,0.999,0.5,0.984,0.001
BaggingClassifierLSVC,6,0.3,0.983,0.001,0.998,0.5,0.984,0
SVC_Linear,6,0.4,0.984,0,1,0.5,0.984,-0.001
LinearSVC,3,0.25,0.983,0,0.999,0.499,0.984,-0.002
BaggingClassifierLSVC,3,0.25,0.982,0,0.998,0.499,0.984,-0.003
SVC,5,0.5,0.96,0.023,0.975,0.499,0.984,0
LinearSVC,6,0.25,0.983,0,0.999,0.499,0.984,-0.002
SVC_Linear,6,0.5,0.98,0.002,0.996,0.499,0.984,0
GaussianNB,5,0.05,0.919,0.064,0.932,0.498,0.984,-0.001
