Clasificador,FeatureSelection,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
DecisionTree,5,0.3,0.809,0.476,0.815,0.645,0.99,0.046
ExtraTrees,5,0.3,0.879,0.412,0.887,0.649,0.989,0.077
BaggingClassifierDT,5,0.3,0.856,0.431,0.863,0.647,0.989,0.061
BaggingClassifierLSVC,5,0.3,0.982,0.002,0.998,0.5,0.984,0.001
SVC,5,0.4,0.984,0.0,1.0,0.5,0.984,-0.0
SVC_Linear,5,0.4,0.984,0.001,1.0,0.5,0.984,0.001
LinearSVC,5,0.4,0.978,0.007,0.993,0.5,0.984,0.001
RandomForest,5,0.4,0.805,0.422,0.812,0.617,0.988,0.04
SGD,5,0.4,0.906,0.096,0.919,0.508,0.984,0.002
DecisionTree,5,0.4,0.753,0.464,0.758,0.611,0.989,0.028
ExtraTrees,5,0.4,0.792,0.439,0.798,0.619,0.989,0.038
BaggingClassifierDT,5,0.4,0.785,0.432,0.791,0.612,0.988,0.032
BaggingClassifierLSVC,5,0.4,0.976,0.009,0.992,0.5,0.984,-0.0
SVC,5,0.5,0.98,0.003,0.996,0.499,0.984,-0.001
SVC_Linear,5,0.5,0.982,0.003,0.998,0.5,0.984,0.0
LinearSVC,5,0.5,0.972,0.022,0.988,0.505,0.984,0.012
RandomForest,5,0.5,0.789,0.461,0.794,0.627,0.989,0.038
SGD,5,0.5,0.852,0.177,0.863,0.52,0.985,0.009
DecisionTree,5,0.5,0.716,0.514,0.719,0.617,0.989,0.025
ExtraTrees,5,0.5,0.775,0.468,0.78,0.624,0.989,0.035
BaggingClassifierDT,5,0.5,0.748,0.506,0.751,0.629,0.989,0.031
BaggingClassifierLSVC,5,0.5,0.968,0.028,0.984,0.506,0.984,0.013
