Clasificador,FeatureSelection,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
ExtraTrees,5,0.3,0.897,0.328,0.906,0.617,0.988,0.068
BaggingClassifierDT,5,0.3,0.874,0.4,0.882,0.641,0.989,0.066
BaggingClassifierLSVC,5,0.3,0.981,0.004,0.997,0.501,0.984,0.002
SVC,5,0.4,0.982,0.001,0.998,0.499,0.984,-0.001
SVC_Linear,5,0.4,0.984,0.0,1.0,0.5,0.984,-0.0
LinearSVC,5,0.4,0.979,0.009,0.995,0.502,0.984,0.006
RandomForest,5,0.4,0.889,0.4,0.897,0.649,0.989,0.08
SGD,5,0.4,0.915,0.091,0.928,0.509,0.984,0.004
DecisionTree,5,0.4,0.75,0.538,0.754,0.646,0.99,0.036
ExtraTrees,5,0.4,0.848,0.414,0.855,0.634,0.989,0.054
BaggingClassifierDT,5,0.4,0.81,0.495,0.815,0.655,0.99,0.049
BaggingClassifierLSVC,5,0.4,0.977,0.016,0.992,0.504,0.984,0.011
SVC,5,0.5,0.971,0.012,0.987,0.5,0.984,-0.001
SVC_Linear,5,0.5,0.982,0.001,0.998,0.5,0.984,-0.0
LinearSVC,5,0.5,0.967,0.025,0.982,0.504,0.984,0.006
RandomForest,5,0.5,0.842,0.433,0.849,0.641,0.989,0.054
SGD,5,0.5,0.788,0.245,0.797,0.521,0.985,0.007
DecisionTree,5,0.5,0.713,0.543,0.716,0.629,0.99,0.028
ExtraTrees,5,0.5,0.799,0.445,0.805,0.625,0.989,0.038
BaggingClassifierDT,5,0.5,0.758,0.54,0.762,0.651,0.99,0.038
BaggingClassifierLSVC,5,0.5,0.955,0.043,0.97,0.507,0.984,0.01
